,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
70864,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-12,10.0,DRM,D106,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,2000.0,nt
70865,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-12,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70866,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-12,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70867,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-12,8.0,DRM,D106,40068,PWC via Nighthawk Couriers,1600.0,nt
70869,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70871,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
70872,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70873,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70874,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,50664,Shorebarge Barges,800.0,nt
70875,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,50664,Shorebarge Barges,800.0,nt
70876,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,50664,Shorebarge Barges,800.0,nt
70877,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,50664,Shorebarge Barges,800.0,nt
70878,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,50664,Shorebarge Barges,800.0,nt
70879,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70880,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70881,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70882,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70883,4296,Gagudju Enterprises Pty Ltd,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-11,1.0,DRM,D106,4296,Gagudju Enterprises Pty Ltd,200.0,nt
70884,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70885,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70886,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70887,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70888,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70889,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
70890,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,10.0,DRM,D106,21940,PWC - Berrimah O/C,2000.0,nt
70891,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,12.0,DRM,D106,21940,PWC - Berrimah O/C,2400.0,nt
70892,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70895,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,8.0,DRM,D106,21940,PWC - Berrimah O/C,1600.0,nt
70896,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,16.0,DRM,D106,19809,PWC - Katherine,3200.0,nt
70897,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,2.0,DRM,D106,21940,PWC - Berrimah O/C,400.0,nt
70898,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,12.0,DRM,D106,11141,Perkins Wharf - Darwin,2400.0,nt
70899,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,8.0,DRM,D106,48715,Northline (QAL),1600.0,nt
70900,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,2.0,DRM,D106,39624,Katherine WTP,400.0,nt
70901,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70902,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70903,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70904,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,2.0,DRM,D106,21940,PWC - Berrimah O/C,400.0,nt
70905,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,2.0,DRM,D106,22552,PWC - Tennant Creek,400.0,nt
70906,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-10,10.0,DRM,D106,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,2000.0,nt
70909,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,8.0,DRM,D106,40068,PWC via Nighthawk Couriers,1600.0,nt
70910,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70911,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70912,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70913,4296,Gagudju Enterprises Pty Ltd,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,1.0,DRM,D106,4296,Gagudju Enterprises Pty Ltd,200.0,nt
70915,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70916,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70917,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
70918,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70919,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70920,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,1.0,DRM,D106,11141,Perkins Wharf - Darwin,200.0,nt
70921,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70922,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70923,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,48715,Northline (QAL),800.0,nt
70924,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70925,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70926,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,8.0,DRM,D106,48715,Northline (QAL),1600.0,nt
70927,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-09,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70928,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70929,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70930,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70931,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70932,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70933,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70934,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70935,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70938,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70939,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70940,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,2.0,DRM,D106,21940,PWC - Berrimah O/C,400.0,nt
70941,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70942,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70943,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-08,4.0,DRM,D106,35624,PWC c/o Tiwi Barge,800.0,nt
70944,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,6.0,DRM,D106,48715,Northline (QAL),1200.0,nt
70945,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70946,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,35624,PWC c/o Tiwi Barge,800.0,nt
70947,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,48715,Northline (QAL),800.0,nt
70948,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,6.0,DRM,D106,11141,Perkins Wharf - Darwin,1200.0,nt
70949,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70950,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70951,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
70952,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,1.0,DRM,D106,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,200.0,nt
70953,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70954,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70955,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,10.0,DRM,D106,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,2000.0,nt
70956,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,2.0,DRM,D106,21940,PWC - Berrimah O/C,400.0,nt
70957,4296,Gagudju Enterprises Pty Ltd,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,4296,Gagudju Enterprises Pty Ltd,800.0,nt
70958,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-07,4.0,DRM,D106,22551,PWC - Elliot Council Depot,800.0,nt
70960,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,6.0,DRM,D106,21940,PWC - Berrimah O/C,1200.0,nt
70961,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70962,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70963,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70964,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70965,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70966,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70967,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70968,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70969,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70970,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70971,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-06,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70972,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70973,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70974,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
70975,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,4.0,DRM,D106,39624,Katherine WTP,800.0,nt
70976,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,4.0,DRM,D106,19809,PWC - Katherine,800.0,nt
70977,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
70978,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-05,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
70979,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70980,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70981,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70982,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,22551,PWC - Elliot Council Depot,800.0,nt
70983,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70984,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70985,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,35624,PWC c/o Tiwi Barge,800.0,nt
70986,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70987,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,8.0,DRM,D106,11141,Perkins Wharf - Darwin,1600.0,nt
70988,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70989,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-04,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70990,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,19809,PWC - Katherine,800.0,nt
70991,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,3.0,DRM,D106,22551,PWC - Elliot Council Depot,600.0,nt
70992,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,10.0,DRM,D106,3972,Shamrock Chemicals (N.T.) Pty. Ltd.,2000.0,nt
70993,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,19809,PWC - Katherine,800.0,nt
70994,4296,Gagudju Enterprises Pty Ltd,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,4296,Gagudju Enterprises Pty Ltd,800.0,nt
70995,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70996,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70997,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
70998,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
70999,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
71000,4296,Gagudju Enterprises Pty Ltd,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,4296,Gagudju Enterprises Pty Ltd,800.0,nt
71002,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-03,4.0,DRM,D106,21940,PWC - Berrimah O/C,800.0,nt
71003,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-02,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71004,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-02,4.0,DRM,D106,22551,PWC - Elliot Council Depot,800.0,nt
71005,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-02,12.0,DRM,D106,19809,PWC - Katherine,2400.0,nt
71006,20943,Goldfishbowl Swim School,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-02,2.0,DRM,D106,28767,Goldfishbowl Swim Sch- Yarrawonga,400.0,nt
71007,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-02,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71008,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,4.0,DRM,D106,35624,PWC c/o Tiwi Barge,800.0,nt
71009,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,12.0,DRM,D106,21940,PWC - Berrimah O/C,2400.0,nt
71010,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71011,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71012,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,2.0,DRM,D106,11141,Perkins Wharf - Darwin,400.0,nt
71013,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71014,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71015,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,4.0,DRM,D106,11141,Perkins Wharf - Darwin,800.0,nt
71016,9537,Power & Water Corporation,SODHYP12.5-200,SODIUM HYPOCHLORITE 12.5% (200 Lt Drum),2010-01,8.0,DRM,D106,19809,PWC - Katherine,1600.0,nt
