,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
14049,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,36.9,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,28167.938931297707,tas
14050,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
14051,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,10.6,TO,T101,38617,Distillery Creek Water Treatment Pl,8091.603053435114,tas
14052,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,tas
14053,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
14060,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,12.0,TO,T101,38598,Gawler WTP,9160.30534351145,tas
14061,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,10.0,TO,T101,38596,Forth Water Treatment Plant,7633.587786259542,tas
14065,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14072,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,33.05,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,25229.007633587782,tas
14073,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,16.0,TO,T101,38595,Cam WTP,12213.740458015267,tas
14081,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14082,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14088,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,24.0,TO,T101,38740,Huonville WTP,18320.6106870229,tas
14096,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,3.25,TO,T101,56602,Deloraine Waste Water Plant,2480.916030534351,tas
14103,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14104,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-06,12.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9160.30534351145,tas
14114,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
14115,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14120,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,37.11,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,28328.24427480916,tas
14123,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14125,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.5,TO,T101,49712,Cradle Valley WWTP,6488.5496183206105,tas
14148,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,20.0,TO,T101,39034,BURNIE WWTP,15267.175572519083,tas
14149,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,tas
14150,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.0,TO,T101,38595,Cam WTP,6106.8702290076335,tas
14151,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,tas
14156,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,27.3,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,20839.69465648855,tas
14157,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,24.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,18854.961832061068,tas
14158,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.0,TO,T101,38598,Gawler WTP,6106.8702290076335,tas
14159,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
14171,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14176,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,24.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,18854.961832061068,tas
14177,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,6.67,TO,T101,38730,Westbury Waste Water TP,5091.603053435115,tas
14178,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,22.5,TO,T101,38617,Distillery Creek Water Treatment Pl,17175.57251908397,tas
14184,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,tas
14188,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,3.5,TO,T101,56602,Deloraine Waste Water Plant,2671.7557251908397,tas
14190,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
14191,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
14197,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14198,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14202,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,21.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,16106.870229007634,tas
14213,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,9.0,TO,T101,38734,Bridport Water Treatment Plant,6870.229007633588,tas
14214,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,13.0,TO,T101,38735,Scottsdale WTP,9923.664122137405,tas
14215,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14220,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.0,TO,T101,38739,Dover WTP,6106.8702290076335,tas
14221,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,15.5,TO,T101,38740,Huonville WTP,11832.061068702289,tas
14228,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,4.0,TO,T101,40365,Zeehan WTP,3053.4351145038167,tas
14229,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,4.0,TO,T101,38743,Strahan,3053.4351145038167,tas
14230,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,1.3,TO,T101,38744,Tullah WTP,992.3664122137404,tas
14231,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,6.0,TO,T101,51933,QUEENSTOWN WTP,4580.152671755725,tas
14238,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14240,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,1.0,TO,T101,40329,East Coast ALUM Milk Run,763.3587786259542,tas
14241,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.42,TO,T101,40329,East Coast ALUM Milk Run,6427.480916030534,tas
14242,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,3.9,TO,T101,40329,East Coast ALUM Milk Run,2977.099236641221,tas
14243,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,1.3,TO,T101,40329,East Coast ALUM Milk Run,992.3664122137404,tas
14244,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,2.9,TO,T101,40329,East Coast ALUM Milk Run,2213.740458015267,tas
14248,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14249,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.42,TO,T101,38598,Gawler WTP,6427.480916030534,tas
14250,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,11.0,TO,T101,38596,Forth Water Treatment Plant,8396.946564885497,tas
14252,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14254,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,28.45,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,21717.557251908394,tas
14255,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14260,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,10.0,TO,T101,38616,Chimney Saddle WTP,7633.587786259542,tas
14272,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,18.0,TO,T101,38600,White Hills WTP,13740.458015267175,tas
14276,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,18.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,13740.458015267175,tas
14277,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,15.9,TO,T101,38536,Bryn Estyn Chemical Store,12137.404580152672,tas
14291,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.0,TO,T101,38595,Cam WTP,6106.8702290076335,tas
14292,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,22.4,TO,T101,38617,Distillery Creek Water Treatment Pl,17099.236641221374,tas
14293,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,6.5,TO,T101,38589,Rokeby WTP,4961.832061068702,tas
14294,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,8.0,TO,T101,38708,Selfs Point WWTP,6106.8702290076335,tas
14300,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-05,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14318,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,6.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,5114.503816793893,tas
14319,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,2.6,TO,T101,57014,Fingal WTP,1984.7328244274809,tas
14323,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,6.5,TO,T101,38583,St Helens WTP,4961.832061068702,tas
14324,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,9.0,TO,T101,41910,St Helens WWTP,6870.229007633588,tas
14330,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
14339,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,17.0,TO,T101,38740,Huonville WTP,12977.099236641221,tas
14340,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,7.5,TO,T101,38740,Huonville WTP,5725.1908396946565,tas
14341,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14354,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,9.3,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7099.236641221374,tas
14363,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,20.0,TO,T101,9579,Ridgley  (Burnie WTP),15267.175572519083,tas
14374,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14381,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14390,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14395,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,13.0,TO,T101,38596,Forth Water Treatment Plant,9923.664122137405,tas
14396,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,8.0,TO,T101,38595,Cam WTP,6106.8702290076335,tas
14402,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,17.82,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,13603.053435114503,tas
14416,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14425,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14431,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,6.5,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,4961.832061068702,tas
14435,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,8.5,TO,T101,49712,Cradle Valley WWTP,6488.5496183206105,tas
14447,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,tas
14451,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,24.3,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,18549.618320610687,tas
14452,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,8.2,TO,T101,38598,Gawler WTP,6259.541984732824,tas
14453,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
14469,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,8.0,TO,T101,38595,Cam WTP,6106.8702290076335,tas
14470,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14471,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,10.4,TO,T101,56090,Westbury Water Treatment Plant,7938.9312977099235,tas
14472,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,5.2,TO,T101,38729,Deloraine Water Treatment Plant,3969.4656488549617,tas
14474,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-04,7.9,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,6030.534351145038,tas
14491,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,16.45,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,12557.251908396946,tas
14507,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
14508,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
14516,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14520,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,8.0,TO,T101,38596,Forth Water Treatment Plant,6106.8702290076335,tas
14530,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,22.5,TO,T101,38617,Distillery Creek Water Treatment Pl,17175.57251908397,tas
14531,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14549,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14560,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,4.5,TO,T101,38594,Barrington WTP,3435.114503816794,tas
14561,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14562,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
14565,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,14.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10687.022900763359,tas
14566,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14567,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,4.0,TO,T101,40365,Zeehan WTP,3053.4351145038167,tas
14568,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,3.0,TO,T101,38744,Tullah WTP,2290.0763358778627,tas
14569,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,6.0,TO,T101,38743,Strahan,4580.152671755725,tas
14570,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,4.0,TO,T101,51933,QUEENSTOWN WTP,3053.4351145038167,tas
14571,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,8.0,TO,T101,38595,Cam WTP,6106.8702290076335,tas
14605,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,20.0,TO,T101,39034,BURNIE WWTP,15267.175572519083,tas
14606,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14615,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,9.0,TO,T101,38739,Dover WTP,6870.229007633588,tas
14616,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,15.5,TO,T101,38740,Huonville WTP,11832.061068702289,tas
14626,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,7.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,5877.862595419848,tas
14637,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,12.0,TO,T101,38596,Forth Water Treatment Plant,9160.30534351145,tas
14655,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,tas
14657,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
14663,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,19.0,TO,T101,38740,Huonville WTP,14503.81679389313,tas
14665,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14673,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14674,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,7.0,TO,T101,38596,Forth Water Treatment Plant,5343.511450381679,tas
14677,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,3.9,TO,T101,38735,Scottsdale WTP,2977.099236641221,tas
14678,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,9.6,TO,T101,38734,Bridport Water Treatment Plant,7328.24427480916,tas
14680,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,13.5,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10305.34351145038,tas
14681,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,18.0,TO,V127,7997,Norske Skog - Albury,13740.458015267175,tas
14683,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,9.0,TO,T101,38595,Cam WTP,6870.229007633588,tas
14685,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,22.4,TO,T101,38617,Distillery Creek Water Treatment Pl,17099.236641221374,tas
14693,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,3.28,TO,T101,40329,East Coast ALUM Milk Run,2503.8167938931297,tas
14694,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,5.0,TO,T101,40329,East Coast ALUM Milk Run,3816.793893129771,tas
14695,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,2.0,TO,T101,40329,East Coast ALUM Milk Run,1526.7175572519084,tas
14696,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,8.0,TO,T101,40329,East Coast ALUM Milk Run,6106.8702290076335,tas
14708,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,24.4,TO,T101,38536,Bryn Estyn Chemical Store,18625.954198473282,tas
14714,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-03,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,tas
14716,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,12.9,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9847.32824427481,tas
14722,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,tas
14726,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,8.0,TO,T101,38598,Gawler WTP,6106.8702290076335,tas
14727,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,14.0,TO,T101,38596,Forth Water Treatment Plant,10687.022900763359,tas
14732,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,18.0,TO,T101,38536,Bryn Estyn Chemical Store,13740.458015267175,tas
14733,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,8.0,TO,T101,38595,Cam WTP,6106.8702290076335,tas
14734,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,20.0,TO,T101,9579,Ridgley  (Burnie WTP),15267.175572519083,tas
14741,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,8.0,TO,T101,38708,Selfs Point WWTP,6106.8702290076335,tas
14750,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,18.0,TO,T101,38600,White Hills WTP,13740.458015267175,tas
14751,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,tas
14773,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,tas
14776,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,12.65,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9656.488549618321,tas
14777,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,tas
14790,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,8.0,TO,T101,38583,St Helens WTP,6106.8702290076335,tas
14791,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,8.0,TO,T101,41910,St Helens WWTP,6106.8702290076335,tas
14795,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-02,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,tas
