Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
36123,Cleanaway Operations Pty Ltd,PAC10LB-1000,PAC 10LB Solution 1200KG,2018-06,1.2,TO,N118,36178,Cleanaway Operations,2018-06,1008.4033613445379,36123,qld
63414,Norske Skog Paper Mills (Albury),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2018-08,22.0,TO,V127,7997,Norske Skog - Albury,2018-07,16793.893129770993,63414,nsw
63458,SCIENCE DEVELOPMENTS PTY. LTD.,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,22.61,TO,N118,63481,C\- Warringah Crane & Transport,2018-07,16873.13432835821,63458,nsw
63364,Riverina Multiclean Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-07,22000.0,L,N106,63364,Riverina Multiclean Pty Ltd,2018-07,22000.0,63364,nsw
63449,FLOW SYSTEMS PTY LTD,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-08,4493.0,L,N106,63484,Flow System - Huntlee,2018-08,4493.0,63449,nsw
60954,Chemistry House Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,17.0,BOX,Q336,60954,Chemistry House Pty Ltd,2018-08,17000.0,60954,qld
8911,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2018-08,26.0,TO,S106,37618,Victor Harbor WWTP,2018-08,19847.32824427481,8911,sa
63540,Price Chemicals,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-09,5000.0,L,N106,56118,OWN CARTAGE - PRICE CHEMICALS,2018-09,5000.0,63540,nsw
46719,Interflow Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2018-09,1.0,BOX,V114,63642,Interflow,2018-09,1000.0,46719,nsw
55690,Tasmania Mines Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-09,1.31,TO,T101,55690,Tasmania Mines Limited,2018-09,1000.0,55690,tas
63599,Sydney Sports Management Group,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-09,1000.0,L,N106,63599,Sydney Sports Management Group,2018-09,1000.0,63599,nsw
63573,VITAL CHEMICAL PTY. LTD.,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-09,12.0,BOX,N118,63573,VITAL CHEMICAL PTY. LTD.,2018-09,12000.0,63573,qld
63616,The Trustee for Paul Sadler Swimlan,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-10,1000.0,L,V218,63655,Paul Sadler Swimland Bendigo,2018-10,1000.0,63616,vic
7787,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,,4.0,TO,V127,41145,Halls Gap WTP,2018-10,3053.4351145038167,7787,sa
2807,Lockhart Shire Council,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-10,2000.0,L,V218,63727,Lockhart Swimming Pool,2018-10,2000.0,2807,nsw
63779,WATERWERX OPERATIONS PTY LTD,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2018-10,2.0,BOX,V114,63780,Nestle,2018-10,2000.0,63779,vic
62803,Northern Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-11,1.0,BOX,Q336,62819,Northern Chemcials,2018-11,1000.0,62803,qld
63772,Saputo Leongatha,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2018-11,2.0,BOX,V114,63192,Main Tank - Leongatha,2018-11,2000.0,63772,vic
63892,White Hills Pool Committee,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-12,2000.0,L,V218,63892,White Hills Pool Committee,2018-11,2000.0,63892,vic
63686,VIVA LEISURE OPERATIONS PTY LTD,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-12,1000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,2018-11,1000.0,,
62775,Tarago Operations Pty Ltd,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2019-01,240.0,L,V305,62780,Woodlawn Mine,2018-12,240.0,62775,nsw
61804,Hydroflux Utilities Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2018-12,1.0,L,V116,61804,Hydroflux Utilities Pty Ltd,2018-12,1.0,61804,nsw
63979,Riverstone Swimming Centre,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-03,1500.0,L,N106,7139,Riverstone Pool,2019-01,1500.0,63979,nsw
63972,Blacktown Aquatic,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-02,2000.0,L,N106,7141,Blacktown Aquatic,2019-01,2000.0,63972,nsw
63978,Charlie Lowles Leisure Centre,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-01,2000.0,L,N106,62765,Charlie Lowles - Indoor Pool,2019-01,2000.0,63978,nsw
63971,Blacktown Leisure Centre - Stanhope,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-01,3000.0,L,N106,28082,Blacktown - Stanhope,2019-01,3000.0,63971,nsw
64063,METROPOLITAN COLLIERIES PTY. LTD.,SODHYP13-1000BB,SODIUM HYPOCHLORITE 13% - 1000L IBC,2019-02,1.0,BOX,3RDN,64071,Metropolitan Collieries UG,2019-01,1000.0,64063,qld
63291,SOLO WATER PTY LTD,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-02,1.0,BOX,N118,63291,SOLO WATER PTY LTD,2019-02,1000.0,63291,nsw
9529,McArthur River Mining Pty Ltd,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2019-02,10.0,BOX,D106,64107,Mount Isa Mines - IDC Receiving,2019-02,10000.0,9529,nt
64090,VENDOR LINK PTY LTD,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2019-02,10.0,BOX,D106,64096,McArthur River Mining,2019-02,10000.0,64090,qld
64152,WATERWERX PTY LTD,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-03,2.0,BOX,V114,63780,Nestle,2019-02,2000.0,64152,vic
21603,Incitec Pivot Ltd,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2019-02,75.0,L,V305,59743,Incitec Pivot/Gibson Island,2019-02,75.0,21603,vic
64156,ALL ABOUT WASTEWATER PTY LTD,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2019-03,6.0,PLY,V305,64168,All About Waste Water,2019-02,90.0,64156,qld
64200,FL Pools Pty Ltd t/as,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2019-03,2500.0,L,D106,64200,FL Pools Pty Ltd t/as,2019-03,2500.0,64200,nt
63793,Saputo Cobram,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-03,2.0,BOX,V114,63190,Broadway Street - Cobram,2019-03,2000.0,63793,vic
19860,Ameropa Australia Pty Ltd,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2019-04,1.0,BOX,V218,19860,Ameropa Australia Pty Ltd,2019-04,1000.0,19860,tas
64239,Splashs Swim School,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-04,1000.0,L,V116,64239,Splashs Swim School,2019-04,1000.0,64239,vic
6857,Parkes Shire Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2019-05,23.2,TO,V127,63803,Parkes STP,2019-05,17709.923664122136,6857,nsw
53567,CORE Water Management Solutions,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-05,1.0,BOX,Q336,64476,Teys Australia (Beenleigh) Pty Ltd,2019-05,1000.0,53567,qld
64498,INTEGRATED WATER MANAGEMENT (iH2Om),PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-06,1.33,TO,N118,64520,Integrated Water Management,2019-05,992.5373134328358,64498,qld
64495,ZYCHEM TECHNOLOGIES PTY LTD,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-05,500.0,L,T300,64507,Aquatiq Australia,2019-05,500.0,64495,qld
1874,EE Muir & Sons Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-06,1.0,BOX,W300,64654,E.E.Muir & Sons Pty Ltd.W.A.,2019-06,1000.0,1874,vic
31845,Agrana Fruit Australia Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-06,2.0,BOX,V114,31845,Agrana Fruit Australia Pty Ltd,2019-06,2000.0,31845,nsw
64553,Mingara Recreation Club Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-06,2000.0,L,N106,64550,Mingara Aquatics,2019-06,2000.0,64553,nsw
64704,Jalco Powders Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-09,22000.0,L,N106,64704,Jalco Powders Pty Ltd,2019-07,22000.0,64704,nsw
11572,Port Arthur Historical Site,SODHYP13-200,SODIUM HYPOCHLORITE 13% - 200l,2019-07,1.0,DRM,V305,11573,Wades Tpt Port Ar. Works Depot,2019-07,200.0,11572,tas
57565,Ibis Water Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2019-07,1.33,TO,W300,57565,Ibis Water Pty Ltd,2019-07,992.5373134328358,57565,wa
64718,STATE SPORT CENTRES TRUST,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-08,5000.0,L,V116,64777,State Sports Centre Trust (MSAC),2019-07,5000.0,64718,vic
64809,FACTOR UTB O & M PTY LTD,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-08,1.0,BOX,W300,62640,Acacia Prison,2019-08,1000.0,64809,sa
64868,Stornoway Maintenance Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-09,3.0,BOX,T101,64870,Stornoway Maintenance Pty Ltd,2019-08,3000.0,64868,tas
63037,Dasco Proprietary Limited,PAC23-15,PAC 23 SOLUTION - 15L,2019-08,4.0,PLS,V305,63037,Dasco Proprietary Limited,2019-08,60.0,63037,vic
64793,The YMCA of the NorthernTerritory,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2019-08,1500.0,L,D106,20568,YMCA of Palmerston,2019-08,1500.0,64793,nt
64687,LAGOON CROCODILE FARM PTY. LIMITED,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2019-08,1000.0,L,D106,39063,Lagoon Crocodile Farm,2019-08,1000.0,64687,nt
64801,Leed Valoriza Joint Venture,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-11,20000.0,L,S106,64953,NAIS Bolivar,2019-09,20000.0,64801,sa
63980,Mt Druitt Swimming Centre,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-10,3000.0,L,N106,7140,Mt Druitt Pool,2019-09,3000.0,63980,nsw
9044,CSR Building Products Ltd*,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-10,1.31,TO,N214,54352,CSR Building Products Limited,2019-09,1000.0,9044,nsw
8342,Ecolab Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-09,16000.0,L,V116,8342,Ecolab Pty Ltd,2019-09,16000.0,8342,vic
62290,Pascom Commercial Pty Ltd,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2019-09,5.0,BOX,W205,62290,Pascom Commercial Pty Ltd,2019-09,5000.0,62290,wa
64991,Hy-clor (Australia) Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-10,12000.0,L,N106,64991,Hy-clor (Australia) Pty Ltd,2019-10,12000.0,64991,nsw
9264,Devro Pty Ltd,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2019-11,1.0,BOX,Q336,9264,Devro Pty Ltd,2019-10,1000.0,9264,nsw
64854,Optimal Stormwater Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-10,500.0,L,N106,52559,Randwick City Council Works Depot,2019-10,500.0,64854,nsw
7041,Whiteley Corporation Pty Ltd,SODHYP13-200,SODIUM HYPOCHLORITE 13% - 200l,2019-11,200.0,L,V305,7041,Whiteley Corporation Pty Ltd,2019-11,200.0,7041,nsw
65144,LACTOS PTY. LTD.,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2019-11,4.0,BOX,T309,65144,LACTOS PTY. LTD.,2019-11,4000.0,65144,tas
56197,Nutrien Ag Solutions Limited - Pert,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2019-11,1.0,BOX,V218,65204,Nutrien AG Mudgee Retail Store,2019-11,1000.0,56197,wa
57724,AGL Macquarie Pty Ltd - Liddell,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-01,1.0,BOX,N106,53533,Demin Plant - Liddell,2019-12,1000.0,57724,nsw
62041,Acco Brands Australia Pty Limited,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-05,8.0,BOX,N106,62919,Tony Innaimo Transport,2019-12,8000.0,62041,nsw
65185,Nambucca Shire Council,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2019-12,48.0,DRM,V305,65185,Nambucca Shire Council,2019-12,9600.0,65185,nsw
24379,Bracton Industries NSW  Pty Ltd,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2019-12,4.0,BOX,V218,24379,Bracton Industries NSW  Pty Ltd,2019-12,4000.0,24379,nsw
57725,AGL Macquarie Pty Ltd - Bayswater,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2019-12,12500.0,L,N106,53528,3/4 Chlorine Plant,2019-12,12500.0,57725,nsw
1834,Veolia Environmental Services,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2020-01,3.0,PLY,V305,65339,Veolia Penshurst,2020-01,45.0,1834,vic
60145,BEST FOR LESS TRADING PTY LTD,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-01,6.0,BOX,N106,60145,BEST FOR LESS TRADING PTY LTD,2020-01,6000.0,60145,nsw
31666,Chemiplas Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-01,1.33,TO,N118,31713,Chemiplas - Wetherill Park DGL,2020-01,992.5373134328358,31666,vic
32087,ZILZIE WINES PTY LTD,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-04,3.0,BOX,V305,32087,ZILZIE WINES PTY LTD,2020-02,3000.0,32087,vic
65160,The Pool Merchant - Darwin,SODHYP12PM-12.5,SODIUM HYPOCHLORITE 12.5% TPM - 12.5L,2020-02,75.0,PLS,D106,65161,The Pool Merchant Darwin Own Cartag,2020-02,937.5,65160,nsw
65212,Cleveland Cleaning Supplies,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-02,1.0,BOX,N106,55627,Cleveland Cleaning Supplies,2020-02,1000.0,65212,nsw
1876,E.P. ROBINSON PTY. LIMITED,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-03,4.0,BOX,V114,1876,E.P. ROBINSON PTY. LIMITED,2020-03,4000.0,1876,vic
61506,Rapid Supply Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-03,1.0,BOX,T101,61506,Rapid Supply Pty Ltd,2020-03,1000.0,61506,tas
61801,Kinetic Chemicals Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-03,11000.0,L,S106,64953,NAIS Bolivar,2020-03,11000.0,61801,qld
62442,Moolarben Coal Operations Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-03,5000.0,L,N106,65442,Moolarben Coal Operations Pty Ltd,2020-03,5000.0,62442,nsw
8874,Peak Gold Mines Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-05,8.0,BOX,N106,8874,Peak Gold Mines Pty Ltd,2020-04,8000.0,8874,nsw
51075,HQPlantations Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-04,1.0,BOX,Q336,47156,Toolara Nursery,2020-04,1000.0,51075,qld
6845,Orange City Council,PAC23-B,PAC 23 SOLUTION BULK,2020-04,11.5,TO,N118,12335,Orange Sewerage Tmt Plant,2020-04,8582.089552238805,6845,nsw
10787,Lihir Gold Limited,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-06,72.0,BOX,V218,55019,"Newcrest Mining Limited, c/o Agilit",2020-05,72000.0,10787,qld
65693,Opal Packaging Australia Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-05,10000.0,L,N106,18034,Tank Farm,2020-05,10000.0,,
10043,Sigma Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2020-06,18000.0,L,W205,10043,Sigma Chemicals,2020-05,18000.0,10043,wa
51637,Treasury Wine Estates Australia Lim,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-05,1.0,BOX,V114,51637,Treasury Wine Estates Australia Lim,2020-05,1000.0,51637,sa
53306,Liquid Engineering,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2020-05,1.0,BOX,W205,61040,Liquid Engineering,2020-05,1000.0,53306,wa
65777,Alto Water Environmental,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-06,6.0,BOX,V114,65820,Alto Valves+Fittings NT,2020-06,6000.0,,
59252,ROUS COUNTY COUNCIL,PAC23-B,PAC 23 SOLUTION BULK,2020-06,25.0,TO,N118,65387,Nightcap Water Treatment Plant,2020-06,18656.716417910447,59252,nsw
65429,John Holland Pty Ltd & Kellogg,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-06,21000.0,L,V116,65830,JH-KBR JV Silvan WTP Main Gate,2020-06,21000.0,65429,vic
54176,Ledonne Constructions Pty Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-07,2.0,IBC,Q336,65902,Cairncross Waste Facility,2020-07,2000.0,54176,nsw
65938,,SODHYP12.5-CU1000B,SODIUM HYPOCHLORITE 12.5%CUST.1000LTRBB,2020-08,4.0,BOX,W205,65938,Aquasol Water Treatment Solution,2020-07,4000.0,,
65868,DGL Environmental Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-07,16.0,BOX,V114,65868,DGL Environmental Pty Ltd,2020-07,16000.0,,
63419,Ground Water Treatment Plant,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-08,16000.0,L,N106,40164,Ground Water Treatment Plant,2020-07,16000.0,63419,nsw
66045,Optimel Pty. Ltd.,SODHYP13-200,SODIUM HYPOCHLORITE 13% - 200l,2020-10,8.0,DRM,V218,54936,Cahill Transport,2020-08,1600.0,,
55627,Cleveland Cleaning Supplies,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-09,1.0,BOX,N106,55627,Cleveland Cleaning Supplies,2020-09,1000.0,55627,nsw
38417,GWM Water,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-09,1000.0,L,V218,47646,Willaura,2020-09,1000.0,38417,vic
65694,Office Of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-09,1000.0,L,V218,66108,Barambola Sport & Recreation Centre,2020-09,1000.0,,
66144,Lactos Pty Ltd - WCB,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-09,1.0,BOX,T309,66144,Lactos Pty Ltd - WCB,2020-09,1000.0,,
66115,Cleanco Queensland Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,,7000.0,L,Q302,28117,Swanbank E Station,2020-09,7000.0,,
64632,Booth Transport - Strathmerton,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-10,1.0,BOX,V114,64632,Booth Transport - Strathmerton,2020-10,1000.0,64632,vic
66176,GEO Remediation Company Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2020-10,1.0,BOX,V114,66257,Orica Yarraville (GemRemCo),2020-10,1000.0,,
66295,Lindsay Park Racing Pty Ltd,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2020-11,96.0,PLY,V305,66295,Lindsay Park Racing Pty Ltd,2020-11,1440.0,,
66415,RLX Operating Company Pty Limited,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2020-12,1.0,IBC,V305,66415,RLX Operating Company Pty Limited,2020-12,1000.0,,
21221,Aimix Chemicals Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-12,3.0,BOX,N106,21221,Aimix Chemicals Pty Ltd,2020-12,3000.0,21221,nsw
62259,Mandez Food Systems,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-12,1.0,BOX,Q336,62259,Mandez Food Systems,2020-12,1000.0,62259,qld
65723,Global Resources Recovery,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2020-12,6.0,BOX,D106,65723,Global Resources Recovery,2020-12,6000.0,,
66498,Streamwisedi Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2021-01,2.0,BOX,V114,63780,Nestle,2021-01,2000.0,,
66495,Pyrocal Pty Ltd,MHL-1500IBC,"Magnesium Hydroxide Liquid, 1500kg box",2021-01,4.0,BOX,Q336,66495,Pyrocal Pty Ltd,2021-01,4000.0,,
66546,Splashs Pakenham Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2021-03,1000.0,L,V116,66552,Splashs Pakenham,2021-02,1000.0,,
66599,Chemology Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2021-03,2.0,BOX,S315,66599,Chemology Pty Ltd,2021-03,2000.0,,
66590,Akron Group NT Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2021-03,1000.0,L,D106,66602,Leanyer Waterpark,2021-03,1000.0,,
62404,Intech Chemicals Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2021-03,1.0,BOX,N106,62404,Intech Chemicals Pty Ltd,2021-03,1000.0,62404,nsw
64740,Phoenix Oceania Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2021-04,2.0,BOX,N106,66726,Pheonix Oceania,2021-03,2000.0,64740,nsw
8011,Ixom Operations Pty Ltd,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2021-03,12.0,PLY,V305,48211,MIEX - Deer Park,2021-03,180.0,8011,vic
