Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
57725,AGL Macquarie Pty Ltd - Bayswater,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-01,12500.0,L,N106,53528,3/4 Chlorine Plant,2019-12,12500.0,57725,nsw
24379,Bracton Industries NSW  Pty Ltd,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2019-12,4.0,BOX,V218,24379,Bracton Industries NSW  Pty Ltd,2019-12,4000.0,24379,nsw
62041,Acco Brands Australia Pty Limited,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-03,8000.0,L,N106,62919,Tony Innaimo Transport,2019-12,8000.0,62041,nsw
57724,AGL Macquarie Pty Ltd - Liddell,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-01,1.0,BOX,N106,53533,Demin Plant - Liddell,2019-12,1000.0,57724,nsw
60145,BEST FOR LESS TRADING PTY LTD,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-01,6.0,BOX,N106,60145,BEST FOR LESS TRADING PTY LTD,2020-01,6000.0,60145,nsw
1834,Veolia Environmental Services,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2020-01,3.0,PLY,V305,65339,Veolia Penshurst,2020-01,45.0,1834,vic
65212,Cleveland Cleaning Supplies,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-02,1.0,BOX,N106,55627,Cleveland Cleaning Supplies,2020-02,1000.0,65212,nsw
64498,INTEGRATED WATER MANAGEMENT (iH2Om),SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-02,1.0,BOX,N106,64520,Integrated Water Management,2020-02,1000.0,64498,qld
65160,The Pool Merchant - Darwin,SODHYP12PM-12.5,SODIUM HYPOCHLORITE 12.5% TPM - 12.5L,2020-02,75.0,PLS,D106,65161,The Pool Merchant Darwin Own Cartag,2020-02,937.5,65160,nsw
61801,Kinetic Chemicals Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-03,11000.0,L,S106,64953,NAIS Bolivar,2020-03,11000.0,61801,qld
62442,Moolarben Coal Operations Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-03,5000.0,L,N106,65442,Moolarben Coal Operations Pty Ltd,2020-03,5000.0,62442,nsw
8874,Peak Gold Mines Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-05,8.0,BOX,N106,8874,Peak Gold Mines Pty Ltd,2020-04,8000.0,8874,nsw
51075,HQPlantations Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-04,1.0,BOX,Q336,47156,Toolara Nursery,2020-04,1000.0,51075,qld
65693,Opal Packaging Australia Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-05,10000.0,L,N106,18034,Tank Farm,2020-05,10000.0,,
53306,Liquid Engineering,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2020-05,1.0,BOX,W205,61040,Liquid Engineering,2020-05,1000.0,53306,wa
10043,Sigma Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2020-06,18000.0,L,W205,10043,Sigma Chemicals,2020-05,18000.0,10043,wa
10787,Lihir Gold Limited,SODHYP-1000SNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-07,36.0,BOX,V218,55019,"Newcrest Mining Limited, c/o Agilit",2020-05,36000.0,10787,qld
65429,John Holland Pty Ltd & Kellogg,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-06,21000.0,L,V116,65830,JH-KBR JV Silvan WTP Main Gate,2020-06,21000.0,65429,vic
63419,Ground Water Treatment Plant,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-08,16000.0,L,N106,40164,Ground Water Treatment Plant,2020-07,16000.0,63419,nsw
65938,,SODHYP12.5-CU1000B,SODIUM HYPOCHLORITE 12.5%CUST.1000LTRBB,2020-08,4.0,BOX,W205,65938,Aquasol Water Treatment Solution,2020-07,4000.0,,
66045,Optimel Pty. Ltd.,SODHYP13-200,SODIUM HYPOCHLORITE 13% - 200l,2020-10,8.0,DRM,V218,54936,Cahill Transport,2020-08,1600.0,,
65694,Office Of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-09,1000.0,L,V218,66108,Barambola Sport & Recreation Centre,2020-09,1000.0,,
65777,Alto Water Environmental,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2020-09,1.0,BOX,D106,65820,Alto Valves+Fittings NT,2020-09,1000.0,,
55627,Cleveland Cleaning Supplies,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-09,1.0,BOX,N106,55627,Cleveland Cleaning Supplies,2020-09,1000.0,55627,nsw
66115,Cleanco Queensland Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,,7000.0,L,Q302,28117,Swanbank E Station,2020-09,7000.0,,
38417,GWM Water,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2020-09,1000.0,L,V218,47646,Willaura,2020-09,1000.0,38417,vic
54176,Ledonne Constructions Pty Limited,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-11,2.0,BOX,N106,65902,Cairncross Waste Facility,2020-10,2000.0,54176,nsw
66295,Lindsay Park Racing Pty Ltd,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2020-11,96.0,PLY,V305,66295,Lindsay Park Racing Pty Ltd,2020-11,1440.0,,
65723,Global Resources Recovery,SODHYP12-1000SNR,Sodium Hypochlorite 12.5% non returnable,2020-12,2.0,BOX,D106,65723,Global Resources Recovery,2020-12,2000.0,,
21221,Aimix Chemicals Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-12,3.0,BOX,N106,21221,Aimix Chemicals Pty Ltd,2020-12,3000.0,21221,nsw
62259,Mandez Food Systems,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2020-12,1.0,BOX,Q336,62259,Mandez Food Systems,2020-12,1000.0,62259,qld
59252,ROUS COUNTY COUNCIL,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2021-02,13000.0,L,Q329,65387,Nightcap Water Treatment Plant,2021-02,13000.0,59252,nsw
66546,Splashs Pakenham Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2021-03,1000.0,L,V116,66552,Splashs Pakenham,2021-02,1000.0,,
66590,Akron Group NT Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2021-03,1000.0,L,D106,66602,Leanyer Waterpark,2021-03,1000.0,,
8011,Ixom Operations Pty Ltd,SODHYP13-15,SODIUM HYPOCHLORITE 13%- 15L,2021-03,12.0,PLY,V305,48211,MIEX - Deer Park,2021-03,180.0,8011,vic
62404,Intech Chemicals Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2021-03,1.0,BOX,N106,62404,Intech Chemicals Pty Ltd,2021-03,1000.0,62404,nsw
64740,Phoenix Oceania Pty Ltd,SODHYP13-IBCSTNR,Sodium Hypochlorite 13% 1000L Non-Return,2021-04,2.0,BOX,N106,66726,Pheonix Oceania,2021-03,2000.0,64740,nsw
2395,Westernport Region Water Authority,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2021-03,3000.0,L,V218,21644,Westernport Water-San Remo,2021-03,3000.0,2395,vic
